NAME,DAY,ALPHA,XGB_ACC,RF_ACC,ACC
NAVER,60,0.4,0.6502242152466368,0.6233183856502242,0.6636771300448431
NAVER,60,0.6,0.6502242152466368,0.6233183856502242,0.6636771300448431
NAVER,60,0.8,0.6502242152466368,0.6233183856502242,0.6412556053811659
NAVER,120,0.2,0.41363636363636364,0.5318181818181819,0.5136363636363637
NAVER,120,0.4,0.41363636363636364,0.5318181818181819,0.5272727272727272
NAVER,120,0.6,0.41363636363636364,0.5318181818181819,0.5318181818181819
NAVER,120,0.8,0.41363636363636364,0.5318181818181819,0.5318181818181819
현대차,5,0.2,0.6394557823129252,0.6938775510204082,0.6632653061224489
현대차,5,0.4,0.6394557823129252,0.6938775510204082,0.6632653061224489
현대차,5,0.6,0.6394557823129252,0.6938775510204082,0.6632653061224489
현대차,5,0.8,0.6394557823129252,0.6938775510204082,0.673469387755102
현대차,20,0.2,0.7781569965870307,0.757679180887372,0.7781569965870307
현대차,20,0.4,0.7781569965870307,0.757679180887372,0.7713310580204779
현대차,20,0.6,0.7781569965870307,0.757679180887372,0.764505119453925
현대차,20,0.8,0.7781569965870307,0.757679180887372,0.757679180887372
현대차,60,0.2,0.8487972508591065,0.7491408934707904,0.8419243986254296
현대차,60,0.4,0.8487972508591065,0.7491408934707904,0.8316151202749141
현대차,60,0.6,0.8487972508591065,0.7491408934707904,0.8178694158075601
현대차,60,0.8,0.8487972508591065,0.7491408934707904,0.7938144329896907
현대차,120,0.2,0.7638888888888888,0.7847222222222222,0.7673611111111112
현대차,120,0.4,0.7638888888888888,0.7847222222222222,0.7673611111111112
현대차,120,0.6,0.7638888888888888,0.7847222222222222,0.7743055555555556
현대차,120,0.8,0.7638888888888888,0.7847222222222222,0.7777777777777778
